# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 19 06:59:25 2022
#
# User preference: *
#
# CONSTRAINT:  order by pl_bmasse asc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_rvamp,st_mass
7174,Kepler-116 b,Transit,2014,,,,1.23
7175,Kepler-116 b,Transit,2014,,,,1.21
7176,Kepler-116 b,Transit,2014,,,,
7177,Kepler-116 b,Transit,2014,,,,1.20
7178,Kepler-116 b,Transit,2014,,,,1.20
7179,Kepler-116 b,Transit,2014,,,,
7180,Kepler-116 b,Transit,2014,,,,1.20
7181,Kepler-116 b,Transit,2014,,,,1.23
7182,Kepler-116 b,Transit,2014,,,,1.21
7183,Kepler-116 b,Transit,2014,,,,1.23
7184,Kepler-116 c,Transit,2014,,,,1.23
7185,Kepler-116 c,Transit,2014,,,,1.20
7186,Kepler-116 c,Transit,2014,,,,1.21
7187,Kepler-116 c,Transit,2014,,,,1.21
7188,Kepler-116 c,Transit,2014,,,,
7189,Kepler-116 c,Transit,2014,,,,1.20
7190,Kepler-116 c,Transit,2014,,,,1.23
7191,Kepler-116 c,Transit,2014,,,,1.23
7192,Kepler-116 c,Transit,2014,,,,
7193,Kepler-116 c,Transit,2014,,,,1.12
7194,Kepler-116 c,Transit,2014,,,,1.20
7195,Kepler-1160 b,Transit,2016,,,,0.92
7196,Kepler-1160 b,Transit,2016,,,,0.91
7197,Kepler-1160 b,Transit,2016,,,,0.90
7198,Kepler-1160 b,Transit,2016,,,,
7199,Kepler-1160 b,Transit,2016,,,,0.97
7200,Kepler-1160 b,Transit,2016,,,,0.95
7201,Kepler-1160 b,Transit,2016,,,,0.95
7202,Kepler-1160 b,Transit,2016,,,,0.90
7203,Kepler-1160 b,Transit,2016,,,,0.90
7204,Kepler-1161 b,Transit,2016,,,,0.71
7205,Kepler-1161 b,Transit,2016,,,,0.56
7206,Kepler-1161 b,Transit,2016,,,,0.68
7207,Kepler-1161 b,Transit,2016,,,,
7208,Kepler-1161 b,Transit,2016,,,,0.71
7209,Kepler-1161 b,Transit,2016,,,,0.59
7210,Kepler-1161 b,Transit,2016,,,,0.53
7211,Kepler-1161 b,Transit,2016,,,,0.53
7212,Kepler-1161 b,Transit,2016,,,,0.71
7213,Kepler-1161 b,Transit,2016,,,,0.53
7214,Kepler-1162 b,Transit,2016,,,,
7215,Kepler-1162 b,Transit,2016,,,,0.86
7216,Kepler-1162 b,Transit,2016,,,,0.92
7217,Kepler-1162 b,Transit,2016,,,,0.92
7218,Kepler-1162 b,Transit,2016,,,,0.90
7219,Kepler-1162 b,Transit,2016,,,,0.90
7220,Kepler-1162 b,Transit,2016,,,,0.90
7221,Kepler-1162 b,Transit,2016,,,,0.89
7222,Kepler-1162 b,Transit,2016,,,,0.92
7223,Kepler-1162 b,Transit,2016,,,,0.91
7224,Kepler-1163 b,Transit,2016,,,,1.11
7225,Kepler-1163 b,Transit,2016,,,,1.22
7226,Kepler-1163 b,Transit,2016,,,,1.22
7227,Kepler-1163 b,Transit,2016,,,,1.14
7228,Kepler-1163 b,Transit,2016,,,,1.18
7229,Kepler-1163 b,Transit,2016,,,,1.11
7230,Kepler-1163 b,Transit,2016,,,,1.11
7231,Kepler-1163 b,Transit,2016,,,,1.22
7232,Kepler-1163 b,Transit,2016,,,,
7233,Kepler-1164 b,Transit,2016,,,,0.88
7234,Kepler-1164 b,Transit,2016,,,,
7235,Kepler-1164 b,Transit,2016,,,,0.80
7236,Kepler-1164 b,Transit,2016,,,,0.80
7237,Kepler-1164 b,Transit,2016,,,,0.88
7238,Kepler-1164 b,Transit,2016,,,,0.80
7239,Kepler-1164 b,Transit,2016,,,,0.85
7240,Kepler-1164 b,Transit,2016,,,,0.77
7241,Kepler-1164 b,Transit,2016,,,,0.80
7242,Kepler-1165 b,Transit,2016,,,,1.13
7243,Kepler-1165 b,Transit,2016,,,,1.11
7244,Kepler-1165 b,Transit,2016,,,,1.09
7245,Kepler-1165 b,Transit,2016,,,,1.09
7246,Kepler-1165 b,Transit,2016,,,,1.11
7247,Kepler-1165 b,Transit,2016,,,,1.11
7248,Kepler-1165 b,Transit,2016,,,,1.13
7249,Kepler-1165 b,Transit,2016,,,,
7250,Kepler-1165 b,Transit,2016,,,,1.09
7251,Kepler-1165 c,Transit,2021,,,,1.09
7252,Kepler-1165 c,Transit,2021,,,,1.09
7253,Kepler-1165 c,Transit,2021,,,,1.13
7254,Kepler-1165 c,Transit,2021,,,,1.11
7255,Kepler-1165 c,Transit,2021,,,,1.09
7256,Kepler-1165 c,Transit,2021,,,,1.11
7257,Kepler-1165 c,Transit,2021,,,,1.13
7258,Kepler-1165 c,Transit,2021,,,,1.11
7259,Kepler-1166 b,Transit,2016,,,,0.94
7260,Kepler-1166 b,Transit,2016,,,,0.85
7261,Kepler-1166 b,Transit,2016,,,,0.90
7262,Kepler-1166 b,Transit,2016,,,,0.90
7263,Kepler-1166 b,Transit,2016,,,,0.94
7264,Kepler-1166 b,Transit,2016,,,,0.93
7265,Kepler-1166 b,Transit,2016,,,,0.90
7266,Kepler-1166 b,Transit,2016,,,,
7267,Kepler-1166 b,Transit,2016,,,,0.94
7268,Kepler-1166 b,Transit,2016,,,,0.90
7269,Kepler-1167 b,Transit,2016,,,,0.71
7270,Kepler-1167 b,Transit,2016,,,,
7271,Kepler-1167 b,Transit,2016,,,,0.78
7272,Kepler-1167 b,Transit,2016,,,,0.71
7273,Kepler-1167 b,Transit,2016,,,,0.86
7274,Kepler-1167 b,Transit,2016,,,,0.71
7275,Kepler-1167 b,Transit,2016,,,,0.71
7276,Kepler-1167 b,Transit,2016,,,,0.78
7277,Kepler-1167 b,Transit,2016,,,,0.79
7278,Kepler-1168 b,Transit,2016,,,,0.81
7279,Kepler-1168 b,Transit,2016,,,,0.81
7280,Kepler-1168 b,Transit,2016,,,,0.81
7281,Kepler-1168 b,Transit,2016,,,,0.81
7282,Kepler-1168 b,Transit,2016,,,,0.81
7283,Kepler-1168 b,Transit,2016,,,,
7284,Kepler-1168 b,Transit,2016,,,,0.81
7285,Kepler-1168 b,Transit,2016,,,,0.87
7286,Kepler-1168 b,Transit,2016,,,,0.82
7287,Kepler-1168 b,Transit,2016,,,,0.81
7288,Kepler-1169 b,Transit,2016,,,,1.09
7289,Kepler-1169 b,Transit,2016,,,,
7290,Kepler-1169 b,Transit,2016,,,,1.13
7291,Kepler-1169 b,Transit,2016,,,,1.24
7292,Kepler-1169 b,Transit,2016,,,,1.13
7293,Kepler-1169 b,Transit,2016,,,,1.27
7294,Kepler-1169 b,Transit,2016,,,,1.09
7295,Kepler-1169 b,Transit,2016,,,,1.08
7296,Kepler-1169 b,Transit,2016,,,,1.13
7297,Kepler-117 b,Transit,2014,,,,
7298,Kepler-117 b,Transit,2014,,,,1.21
7300,Kepler-117 b,Transit,2014,,,,1.15
7301,Kepler-117 b,Transit,2014,,,,1.21
7302,Kepler-117 b,Transit,2014,,,,1.10
7303,Kepler-117 b,Transit,2014,,,,1.15
7304,Kepler-117 b,Transit,2014,,,,1.15
7305,Kepler-117 b,Transit,2014,,,,1.15
7306,Kepler-117 b,Transit,2014,,,,1.18
7307,Kepler-117 b,Transit,2014,,,,
7308,Kepler-117 b,Transit,2014,,,,1.15
7309,Kepler-117 b,Transit,2014,,,,1.21
7310,Kepler-117 c,Transit,2014,,,,
7311,Kepler-117 c,Transit,2014,,,,1.21
7312,Kepler-117 c,Transit,2014,,,,1.21
7313,Kepler-117 c,Transit,2014,,,,1.15
7314,Kepler-117 c,Transit,2014,,,,1.10
7315,Kepler-117 c,Transit,2014,,,,
7316,Kepler-117 c,Transit,2014,,,,1.15
7317,Kepler-117 c,Transit,2014,,,,1.21
7318,Kepler-117 c,Transit,2014,,,,1.18
7319,Kepler-117 c,Transit,2014,,,,1.15
7321,Kepler-117 c,Transit,2014,,,,1.15
7322,Kepler-1170 b,Transit,2016,,,,0.80
7323,Kepler-1170 b,Transit,2016,,,,0.83
7324,Kepler-1170 b,Transit,2016,,,,0.91
7325,Kepler-1170 b,Transit,2016,,,,0.91
7326,Kepler-1170 b,Transit,2016,,,,
7327,Kepler-1170 b,Transit,2016,,,,0.91
7328,Kepler-1170 b,Transit,2016,,,,0.91
7329,Kepler-1170 b,Transit,2016,,,,0.83
7330,Kepler-1170 b,Transit,2016,,,,0.91
7331,Kepler-1170 b,Transit,2016,,,,0.83
7332,Kepler-1171 b,Transit,2016,,,,1.58
7333,Kepler-1171 b,Transit,2016,,,,1.46
7334,Kepler-1171 b,Transit,2016,,,,1.46
7335,Kepler-1171 b,Transit,2016,,,,
7336,Kepler-1171 b,Transit,2016,,,,1.54
7337,Kepler-1171 b,Transit,2016,,,,1.54
7338,Kepler-1171 b,Transit,2016,,,,1.46
7339,Kepler-1171 b,Transit,2016,,,,1.46
7340,Kepler-1171 b,Transit,2016,,,,1.54
7341,Kepler-1171 b,Transit,2016,,,,1.65
7342,Kepler-1172 b,Transit,2016,,,,1.03
7343,Kepler-1172 b,Transit,2016,,,,0.98
7344,Kepler-1172 b,Transit,2016,,,,1.00
7345,Kepler-1172 b,Transit,2016,,,,1.00
7346,Kepler-1172 b,Transit,2016,,,,1.03
7347,Kepler-1172 b,Transit,2016,,,,0.92
7348,Kepler-1172 b,Transit,2016,,,,
7349,Kepler-1172 b,Transit,2016,,,,0.93
7350,Kepler-1172 b,Transit,2016,,,,1.03
7351,Kepler-1172 b,Transit,2016,,,,1.00
7352,Kepler-1173 b,Transit,2016,,,,0.85
7353,Kepler-1173 b,Transit,2016,,,,0.88
7354,Kepler-1173 b,Transit,2016,,,,0.75
7355,Kepler-1173 b,Transit,2016,,,,0.88
7356,Kepler-1173 b,Transit,2016,,,,0.87
7357,Kepler-1173 b,Transit,2016,,,,0.86
7358,Kepler-1173 b,Transit,2016,,,,
7359,Kepler-1173 b,Transit,2016,,,,0.88
7360,Kepler-1173 b,Transit,2016,,,,0.85
7361,Kepler-1174 b,Transit,2016,,,,
7362,Kepler-1174 b,Transit,2016,,,,1.01
7363,Kepler-1174 b,Transit,2016,,,,1.01
7364,Kepler-1174 b,Transit,2016,,,,1.10
7365,Kepler-1174 b,Transit,2016,,,,1.08
7366,Kepler-1174 b,Transit,2016,,,,1.04
7367,Kepler-1174 b,Transit,2016,,,,1.05
7368,Kepler-1174 b,Transit,2016,,,,1.08
7369,Kepler-1174 b,Transit,2016,,,,1.01
7370,Kepler-1175 b,Transit,2016,,,,0.96
7371,Kepler-1175 b,Transit,2016,,,,0.96
7372,Kepler-1175 b,Transit,2016,,,,0.96
7373,Kepler-1175 b,Transit,2016,,,,
7374,Kepler-1175 b,Transit,2016,,,,0.96
7375,Kepler-1175 b,Transit,2016,,,,0.96
7376,Kepler-1175 b,Transit,2016,,,,1.00
7377,Kepler-1175 b,Transit,2016,,,,0.90
7378,Kepler-1175 b,Transit,2016,,,,0.96
7379,Kepler-1175 b,Transit,2016,,,,0.96
7380,Kepler-1176 b,Transit,2016,,,,
7381,Kepler-1176 b,Transit,2016,,,,0.91
7382,Kepler-1176 b,Transit,2016,,,,0.99
7383,Kepler-1176 b,Transit,2016,,,,1.01
7384,Kepler-1176 b,Transit,2016,,,,0.91
7385,Kepler-1176 b,Transit,2016,,,,0.86
7386,Kepler-1176 b,Transit,2016,,,,0.86
7387,Kepler-1176 b,Transit,2016,,,,0.86
7388,Kepler-1176 b,Transit,2016,,,,0.99
7389,Kepler-1177 b,Transit,2016,,,,0.98
7390,Kepler-1177 b,Transit,2016,,,,1.00
7391,Kepler-1177 b,Transit,2016,,,,0.99
7392,Kepler-1177 b,Transit,2016,,,,0.94
7393,Kepler-1177 b,Transit,2016,,,,0.99
7394,Kepler-1177 b,Transit,2016,,,,1.00
7395,Kepler-1177 b,Transit,2016,,,,1.00
7396,Kepler-1177 b,Transit,2016,,,,
7397,Kepler-1177 b,Transit,2016,,,,0.99
7398,Kepler-1177 b,Transit,2016,,,,0.99
7399,Kepler-1178 b,Transit,2016,,,,
7400,Kepler-1178 b,Transit,2016,,,,0.53
7401,Kepler-1178 b,Transit,2016,,,,0.53
7402,Kepler-1178 b,Transit,2016,,,,0.85
7403,Kepler-1178 b,Transit,2016,,,,0.53
7404,Kepler-1178 b,Transit,2016,,,,0.53
7405,Kepler-1178 b,Transit,2016,,,,0.85
7406,Kepler-1178 b,Transit,2016,,,,0.80
7407,Kepler-1179 b,Transit,2016,,,,0.84
7408,Kepler-1179 b,Transit,2016,,,,0.78
7409,Kepler-1179 b,Transit,2016,,,,0.77
7410,Kepler-1179 b,Transit,2016,,,,0.89
7411,Kepler-1179 b,Transit,2016,,,,0.77
7412,Kepler-1179 b,Transit,2016,,,,0.77
7413,Kepler-1179 b,Transit,2016,,,,0.77
7414,Kepler-1179 b,Transit,2016,,,,0.89
7415,Kepler-1179 b,Transit,2016,,,,
7416,Kepler-118 b,Transit,2014,,,,0.86
7417,Kepler-118 b,Transit,2014,,,,0.86
7418,Kepler-118 b,Transit,2014,,,,0.86
7419,Kepler-118 b,Transit,2014,,,,
7420,Kepler-118 b,Transit,2014,,,,0.86
7421,Kepler-118 b,Transit,2014,,,,0.77
7422,Kepler-118 b,Transit,2014,,,,0.86
7423,Kepler-118 b,Transit,2014,,,,0.81
7424,Kepler-118 b,Transit,2014,,,,0.85
7425,Kepler-118 b,Transit,2014,,,,
7426,Kepler-118 c,Transit,2014,,,,0.86
7427,Kepler-118 c,Transit,2014,,,,0.86
7428,Kepler-118 c,Transit,2014,,,,0.85
7429,Kepler-118 c,Transit,2014,,,,0.86
7430,Kepler-118 c,Transit,2014,,,,0.86
7431,Kepler-118 c,Transit,2014,,,,0.86
7432,Kepler-118 c,Transit,2014,,,,0.81
7433,Kepler-118 c,Transit,2014,,,,0.86
7434,Kepler-118 c,Transit,2014,,,,0.77
7435,Kepler-118 c,Transit,2014,,,,
7436,Kepler-118 c,Transit,2014,,,,
7437,Kepler-1180 b,Transit,2016,,,,0.91
7438,Kepler-1180 b,Transit,2016,,,,0.91
7439,Kepler-1180 b,Transit,2016,,,,1.09
7440,Kepler-1180 b,Transit,2016,,,,
7441,Kepler-1180 b,Transit,2016,,,,1.17
7442,Kepler-1180 b,Transit,2016,,,,1.12
7443,Kepler-1180 b,Transit,2016,,,,1.17
7444,Kepler-1180 b,Transit,2016,,,,0.91
7445,Kepler-1180 b,Transit,2016,,,,0.91
7446,Kepler-1180 b,Transit,2016,,,,1.17
7447,Kepler-1181 b,Transit,2016,,,,1.34
7448,Kepler-1181 b,Transit,2016,,,,1.24
7449,Kepler-1181 b,Transit,2016,,,,1.33
7450,Kepler-1181 b,Transit,2016,,,,1.33
7451,Kepler-1181 b,Transit,2016,,,,1.33
7452,Kepler-1181 b,Transit,2016,,,,1.17
7453,Kepler-1181 b,Transit,2016,,,,1.33
7454,Kepler-1181 b,Transit,2016,,,,1.33
7455,Kepler-1181 b,Transit,2016,,,,1.33
7456,Kepler-1181 b,Transit,2016,,,,
7457,Kepler-1182 b,Transit,2016,,,,1.06
7458,Kepler-1182 b,Transit,2016,,,,1.01
7459,Kepler-1182 b,Transit,2016,,,,1.01
7460,Kepler-1182 b,Transit,2016,,,,1.06
7461,Kepler-1182 b,Transit,2016,,,,1.01
7462,Kepler-1182 b,Transit,2016,,,,
7463,Kepler-1182 b,Transit,2016,,,,1.04
7464,Kepler-1182 b,Transit,2016,,,,1.01
7465,Kepler-1182 b,Transit,2016,,,,1.01
7466,Kepler-1183 b,Transit,2016,,,,0.96
7467,Kepler-1183 b,Transit,2016,,,,
7468,Kepler-1183 b,Transit,2016,,,,0.94
7469,Kepler-1183 b,Transit,2016,,,,0.94
7470,Kepler-1183 b,Transit,2016,,,,0.96
7471,Kepler-1183 b,Transit,2016,,,,1.00
7472,Kepler-1183 b,Transit,2016,,,,0.94
7473,Kepler-1183 b,Transit,2016,,,,0.94
7474,Kepler-1183 b,Transit,2016,,,,0.93
7475,Kepler-1183 b,Transit,2016,,,,0.96
7476,Kepler-1184 b,Transit,2016,,,,1.08
7477,Kepler-1184 b,Transit,2016,,,,
7478,Kepler-1184 b,Transit,2016,,,,1.08
7479,Kepler-1184 b,Transit,2016,,,,1.08
7480,Kepler-1184 b,Transit,2016,,,,1.08
7481,Kepler-1184 b,Transit,2016,,,,1.14
7482,Kepler-1184 b,Transit,2016,,,,1.08
7483,Kepler-1184 b,Transit,2016,,,,1.05
7484,Kepler-1184 b,Transit,2016,,,,1.08
7485,Kepler-1184 b,Transit,2016,,,,1.08
7486,Kepler-1185 b,Transit,2016,,,,1.06
7487,Kepler-1185 b,Transit,2016,,,,
7488,Kepler-1185 b,Transit,2016,,,,1.06
7489,Kepler-1185 b,Transit,2016,,,,1.06
7490,Kepler-1185 b,Transit,2016,,,,1.06
7491,Kepler-1185 b,Transit,2016,,,,0.97
7492,Kepler-1185 b,Transit,2016,,,,0.96
7493,Kepler-1186 b,Transit,2016,,,,0.95
7494,Kepler-1186 b,Transit,2016,,,,1.08
7495,Kepler-1186 b,Transit,2016,,,,0.96
7496,Kepler-1186 b,Transit,2016,,,,1.08
7497,Kepler-1186 b,Transit,2016,,,,1.08
7498,Kepler-1186 b,Transit,2016,,,,1.08
7499,Kepler-1186 b,Transit,2016,,,,1.01
7500,Kepler-1186 b,Transit,2016,,,,
7501,Kepler-1186 b,Transit,2016,,,,0.96
7502,Kepler-1187 b,Transit,2016,,,,
7503,Kepler-1187 b,Transit,2016,,,,1.03
7504,Kepler-1187 b,Transit,2016,,,,1.07
7505,Kepler-1187 b,Transit,2016,,,,1.07
7506,Kepler-1187 b,Transit,2016,,,,1.03
7507,Kepler-1187 b,Transit,2016,,,,1.03
7508,Kepler-1187 b,Transit,2016,,,,1.03
7509,Kepler-1187 b,Transit,2016,,,,1.06
7510,Kepler-1187 b,Transit,2016,,,,1.07
7511,Kepler-1187 b,Transit,2016,,,,1.07
7512,Kepler-1188 b,Transit,2016,,,,1.07
7513,Kepler-1188 b,Transit,2016,,,,1.07
7514,Kepler-1188 b,Transit,2016,,,,1.09
7515,Kepler-1188 b,Transit,2016,,,,1.10
7516,Kepler-1188 b,Transit,2016,,,,1.07
7517,Kepler-1188 b,Transit,2016,,,,
7518,Kepler-1188 b,Transit,2016,,,,1.10
7519,Kepler-1188 b,Transit,2016,,,,1.04
7520,Kepler-1188 b,Transit,2016,,,,1.11
7521,Kepler-1188 b,Transit,2016,,,,1.10
7522,Kepler-1189 b,Transit,2016,,,,0.94
7523,Kepler-1189 b,Transit,2016,,,,
7524,Kepler-1189 b,Transit,2016,,,,0.94
7525,Kepler-1189 b,Transit,2016,,,,1.09
7526,Kepler-1189 b,Transit,2016,,,,1.09
7527,Kepler-1189 b,Transit,2016,,,,0.98
7528,Kepler-1189 b,Transit,2016,,,,1.09
7529,Kepler-1189 b,Transit,2016,,,,1.11
7530,Kepler-1189 b,Transit,2016,,,,0.98
7531,Kepler-119 b,Transit,2014,,,,1.01
7532,Kepler-119 b,Transit,2014,,,,
7533,Kepler-119 b,Transit,2014,,,,0.91
7534,Kepler-119 b,Transit,2014,,,,0.91
7535,Kepler-119 b,Transit,2014,,,,0.99
7536,Kepler-119 b,Transit,2014,,,,
7537,Kepler-119 b,Transit,2014,,,,0.91
7538,Kepler-119 b,Transit,2014,,,,0.93
7539,Kepler-119 b,Transit,2014,,,,0.92
7540,Kepler-119 b,Transit,2014,,,,0.99
7541,Kepler-119 b,Transit,2014,,,,0.99
7542,Kepler-119 c,Transit,2014,,,,1.01
7543,Kepler-119 c,Transit,2014,,,,0.91
7544,Kepler-119 c,Transit,2014,,,,0.99
7545,Kepler-119 c,Transit,2014,,,,0.91
7546,Kepler-119 c,Transit,2014,,,,0.93
7547,Kepler-119 c,Transit,2014,,,,0.92
7548,Kepler-119 c,Transit,2014,,,,0.91
7549,Kepler-119 c,Transit,2014,,,,
7550,Kepler-119 c,Transit,2014,,,,
7551,Kepler-1190 b,Transit,2016,,,,0.68
7552,Kepler-1190 b,Transit,2016,,,,0.76
7553,Kepler-1190 b,Transit,2016,,,,0.68
7554,Kepler-1190 b,Transit,2016,,,,0.73
7555,Kepler-1190 b,Transit,2016,,,,0.68
7556,Kepler-1190 b,Transit,2016,,,,0.71
7557,Kepler-1190 b,Transit,2016,,,,
7558,Kepler-1190 b,Transit,2016,,,,0.71
7559,Kepler-1190 b,Transit,2016,,,,0.71
7560,Kepler-1190 b,Transit,2016,,,,0.67
7561,Kepler-1191 b,Transit,2016,,,,0.91
7562,Kepler-1191 b,Transit,2016,,,,0.92
7563,Kepler-1191 b,Transit,2016,,,,0.85
7564,Kepler-1191 b,Transit,2016,,,,
7565,Kepler-1191 b,Transit,2016,,,,0.91
7566,Kepler-1191 b,Transit,2016,,,,0.91
7567,Kepler-1191 b,Transit,2016,,,,0.92
7568,Kepler-1191 b,Transit,2016,,,,0.86
7569,Kepler-1191 b,Transit,2016,,,,0.88
7570,Kepler-1192 b,Transit,2016,,,,1.02
7571,Kepler-1192 b,Transit,2016,,,,1.02
7572,Kepler-1192 b,Transit,2016,,,,1.02
7573,Kepler-1192 b,Transit,2016,,,,1.02
7574,Kepler-1192 b,Transit,2016,,,,0.97
7575,Kepler-1192 b,Transit,2016,,,,
7576,Kepler-1192 b,Transit,2016,,,,0.97
7577,Kepler-1192 b,Transit,2016,,,,0.86
7578,Kepler-1192 b,Transit,2016,,,,0.98
7579,Kepler-1192 b,Transit,2016,,,,0.97
7580,Kepler-1193 b,Transit,2016,,,,1.03
7581,Kepler-1193 b,Transit,2016,,,,1.08
7582,Kepler-1193 b,Transit,2016,,,,1.09
7583,Kepler-1193 b,Transit,2016,,,,
7584,Kepler-1193 b,Transit,2016,,,,1.06
7585,Kepler-1193 b,Transit,2016,,,,1.03
7586,Kepler-1193 b,Transit,2016,,,,1.06
7587,Kepler-1193 b,Transit,2016,,,,1.03
7588,Kepler-1193 b,Transit,2016,,,,1.03
7589,Kepler-1194 b,Transit,2016,,,,0.90
7590,Kepler-1194 b,Transit,2016,,,,0.96
7591,Kepler-1194 b,Transit,2016,,,,0.94
7592,Kepler-1194 b,Transit,2016,,,,0.90
7593,Kepler-1194 b,Transit,2016,,,,
7594,Kepler-1194 b,Transit,2016,,,,
7595,Kepler-1194 b,Transit,2016,,,,0.90
7596,Kepler-1194 b,Transit,2016,,,,
7597,Kepler-1194 b,Transit,2016,,,,0.90
7598,Kepler-1195 b,Transit,2016,,,,0.84
7599,Kepler-1195 b,Transit,2016,,,,0.71
7600,Kepler-1195 b,Transit,2016,,,,0.74
7601,Kepler-1195 b,Transit,2016,,,,
7602,Kepler-1195 b,Transit,2016,,,,0.71
7603,Kepler-1195 b,Transit,2016,,,,0.77
7604,Kepler-1195 b,Transit,2016,,,,0.71
7605,Kepler-1195 b,Transit,2016,,,,0.71
7606,Kepler-1195 b,Transit,2016,,,,0.84
7607,Kepler-1196 b,Transit,2016,,,,
7608,Kepler-1196 b,Transit,2016,,,,0.95
7609,Kepler-1196 b,Transit,2016,,,,1.00
7610,Kepler-1196 b,Transit,2016,,,,0.95
7611,Kepler-1196 b,Transit,2016,,,,0.98
7612,Kepler-1196 b,Transit,2016,,,,1.02
7613,Kepler-1196 b,Transit,2016,,,,1.02
7614,Kepler-1196 b,Transit,2016,,,,0.98
7615,Kepler-1196 b,Transit,2016,,,,1.02
7616,Kepler-1196 b,Transit,2016,,,,0.95
7617,Kepler-1197 b,Transit,2016,,,,0.65
7618,Kepler-1197 b,Transit,2016,,,,0.65
7619,Kepler-1197 b,Transit,2016,,,,0.76
7620,Kepler-1197 b,Transit,2016,,,,
7621,Kepler-1197 b,Transit,2016,,,,0.72
7622,Kepler-1197 b,Transit,2016,,,,0.78
7623,Kepler-1197 b,Transit,2016,,,,0.72
7624,Kepler-1197 b,Transit,2016,,,,0.66
7625,Kepler-1197 b,Transit,2016,,,,0.65
7626,Kepler-1198 b,Transit,2016,,,,0.93
7627,Kepler-1198 b,Transit,2016,,,,0.88
7628,Kepler-1198 b,Transit,2016,,,,1.01
7629,Kepler-1198 b,Transit,2016,,,,0.94
7630,Kepler-1198 b,Transit,2016,,,,
7631,Kepler-1198 b,Transit,2016,,,,0.94
7632,Kepler-1198 b,Transit,2016,,,,0.88
7633,Kepler-1198 b,Transit,2016,,,,1.01
7634,Kepler-1198 b,Transit,2016,,,,1.01
7635,Kepler-1199 b,Transit,2016,,,,0.90
7636,Kepler-1199 b,Transit,2016,,,,0.91
7637,Kepler-1199 b,Transit,2016,,,,0.91
7638,Kepler-1199 b,Transit,2016,,,,1.08
7639,Kepler-1199 b,Transit,2016,,,,0.91
7640,Kepler-1199 b,Transit,2016,,,,0.94
7641,Kepler-1199 b,Transit,2016,,,,
7642,Kepler-1199 b,Transit,2016,,,,
7643,Kepler-1199 b,Transit,2016,,,,
7644,Kepler-12 b,Transit,2011,,,,1.09
7646,Kepler-12 b,Transit,2011,,,,1.09
7647,Kepler-12 b,Transit,2011,,,,
7648,Kepler-12 b,Transit,2011,,,,1.09
7649,Kepler-12 b,Transit,2011,,,,1.09
7650,Kepler-12 b,Transit,2011,,,,1.12
7653,Kepler-12 b,Transit,2011,,,,1.09
7654,Kepler-12 b,Transit,2011,,,,1.09
7655,Kepler-12 b,Transit,2011,,,,1.17
7656,Kepler-12 b,Transit,2011,,,,1.09
7657,Kepler-12 b,Transit,2011,,,,1.17
7659,Kepler-120 b,Transit,2014,,,,0.71
7660,Kepler-120 b,Transit,2014,,,,0.71
7661,Kepler-120 b,Transit,2014,,,,0.59
7662,Kepler-120 b,Transit,2014,,,,0.59
7663,Kepler-120 b,Transit,2014,,,,0.72
7665,Kepler-120 b,Transit,2014,,,,
7666,Kepler-120 b,Transit,2014,,,,
7667,Kepler-120 b,Transit,2014,,,,0.71
7668,Kepler-120 b,Transit,2014,,,,0.65
7669,Kepler-120 b,Transit,2014,,,,0.59
7670,Kepler-120 b,Transit,2014,,,,0.59
7671,Kepler-120 b,Transit,2014,,,,0.59
7672,Kepler-120 c,Transit,2014,,,,0.59
7673,Kepler-120 c,Transit,2014,,,,0.71
7674,Kepler-120 c,Transit,2014,,,,
7675,Kepler-120 c,Transit,2014,,,,0.65
7676,Kepler-120 c,Transit,2014,,,,0.71
7677,Kepler-120 c,Transit,2014,,,,0.72
7678,Kepler-120 c,Transit,2014,,,,0.59
7679,Kepler-120 c,Transit,2014,,,,0.59
7680,Kepler-120 c,Transit,2014,,,,0.59
7681,Kepler-120 c,Transit,2014,,,,0.71
7682,Kepler-120 c,Transit,2014,,,,0.59
7683,Kepler-120 c,Transit,2014,,,,0.59
7684,Kepler-120 c,Transit,2014,,,,
7685,Kepler-1200 b,Transit,2016,,,,0.72
7686,Kepler-1200 b,Transit,2016,,,,
7687,Kepler-1200 b,Transit,2016,,,,0.72
7688,Kepler-1200 b,Transit,2016,,,,0.62
7689,Kepler-1200 b,Transit,2016,,,,0.69
7690,Kepler-1200 b,Transit,2016,,,,0.72
7691,Kepler-1200 b,Transit,2016,,,,0.72
7692,Kepler-1200 b,Transit,2016,,,,0.74
7693,Kepler-1200 b,Transit,2016,,,,0.69
7694,Kepler-1201 b,Transit,2016,,,,0.96
7695,Kepler-1201 b,Transit,2016,,,,1.07
7696,Kepler-1201 b,Transit,2016,,,,1.08
